Game,Console,Genre,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,Relase Year
"Batman: The Brave and the Bold the Videogame
",Wii,Action,Warner Bros. Interactive,WayForward Technologies,7.2,7.5,N/A,N/A,0.28,0.20,0.05,N/A,0.02,07th Sep 10,N/A,2010
"Phineas and Ferb: Across the 2nd Dimension
",PS3,Action,Disney Interactive Studios,High Impact Games,7.2,6.8,N/A,N/A,0.32,0.15,0.12,N/A,0.05,02nd Aug 11,N/A,2011
"Assassin's Creed: Revelations
",PS3,Action,Ubisoft,Ubisoft Montreal,7.1,8.8,N/A,N/A,4.23,1.41,2.03,0.10,0.69,15th Nov 11,N/A,2011
"Dead Island: Riptide
",PS3,Action,Deep Silver,Techland,7.1,6.6,N/A,N/A,0.64,0.26,0.21,0.07,0.10,23rd Apr 13,15th Mar 18,2013
"Fable Heroes
",XBL,Action,Unknown,Lionhead Studios,7.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Aug 22,N/A
"I Am Alive
",X360,Action,Unknown,Ubisoft Shanghai,7.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Spider-Man: Shattered Dimensions
",X360,Action,Activision,Beenox Studios,7.1,8.2,N/A,N/A,0.36,0.24,0.09,N/A,0.03,07th Sep 10,N/A,2010
"Dawn of the Monsters
",NS,Action,Unknown,13AM Games,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Mar 22,N/A
"Aliens: Infestation
",DS,Action,Sega,Way Forward,7,8.5,N/A,N/A,0.17,0.09,0.05,N/A,0.02,11th Oct 11,N/A,2011
"Ape Out
",PC,Action,Unknown,Gabe Cuzzillo,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 19,N/A
"Asura's Wrath
",PS3,Action,Capcom,CyberConnect2,7,N/A,8.3,N/A,0.43,0.20,0.12,0.06,0.05,21st Feb 12,N/A,2012
"Battletoads (2020)
",XOne,Action,Xbox Game Studios,Dlala Studios,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Aug 20,18th Dec 19,2020
"Blackwind
",PS4,Action,Unknown,Drakkar Dev,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Jan 22,N/A
"Blaster Master Zero 2
",NS,Action,Inti Creates,Inti Creates,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Mar 19,09th Mar 20,2019
"Castlevania: Lords of Shadow - Reverie
",XBL,Action,Konami,Mercury Steam,7,N/A,N/A,N/A,0.02,0.02,0.00,N/A,0.00,20th Apr 11,N/A,2011
"Clockwork Aquario
",NS,Action,Unknown,Westone Bit Entertainment,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Nov 20,N/A
"Dante's Inferno
",PSP,Action,Electronic Arts,Visceral Games,7,6.6,N/A,N/A,0.20,0.12,0.04,0.01,0.02,02nd Mar 10,N/A,2010
"Dead Cells
",NS,Action,Merge Games,Motion Twin,7,9.3,N/A,N/A,0.11,0.08,0.02,N/A,0.01,15th Aug 18,06th Aug 18,2018
"Deathloop
",PC,Action,Bethesda Softworks,Arkane Studios,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Sep 21,09th Jun 19,2021
"Deep Labyrinth
",DS,Action,Atlus,Unknown,7,N/A,N/A,N/A,0.07,0.06,N/A,N/A,0.00,15th Aug 06,N/A,2006
"Double Dragon & Kunio-kun: Retro Brawler Bundle
",NS,Action,Unknown,Arc System Works,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Feb 20,N/A
"Dragon Ball Z: Kakarot
",PS4,Action,Bandai Namco Games,CyberConnect2,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Jan 20,23rd Jul 19,2020
"Dynasty Warriors 9
",XOne,Action,Tecmo Koei,Omega Force,7,N/A,N/A,N/A,0.08,0.06,0.01,N/A,0.01,13th Feb 18,31st Dec 17,2018
"Final Vendetta
",XOne,Action,Unknown,Bitmap Bureau,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th May 22,N/A
"Fury Unleashed
",NS,Action,Unknown,Awesome Games Studio,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th May 20,N/A
"Gal Guardians: Demon Purge
",NS,Action,Unknown,Inti Creates,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Mar 23,N/A
"God of War: Ragnarök
",PS4,Action,Sony Computer Entertainment,Sony Computer Entertainment,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Nov 22,23rd Nov 22,2022
"Gunlord X
",PS4,Action,Unknown,NG:DEV.TEAM,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Dec 19,N/A
"Gunvolt Chronicles: Luminous Avenger iX
",NS,Action,Unknown,Inti Creates,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st May 19,N/A
"Gunvolt Chronicles: Luminous Avenger iX 2
",NS,Action,Unknown,Inti Creates,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Sep 21,N/A
"Hardcore Mecha
",PS4,Action,RocketPunch Games,RocketPunch Games,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Jan 20,13th Jan 20,2020
"Hyrule Warriors: Definitive Edition
",NS,Action,Nintendo,Omega Force,7,8,N/A,N/A,0.46,0.21,0.15,0.07,0.03,18th May 18,30th Dec 19,2018
"Into the Dead 2
",NS,Action,Versus Evil,PikPok,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Oct 19,24th Oct 19,2019
"Jotun: Valhalla Edition
",NS,Action,Unknown,Thunder Lotus Games,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Apr 18,N/A
"Kero Blaster
",NS,Action,Unknown,Studio Pixel,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Aug 18,N/A
"Killer Queen Black
",NS,Action,"Liquid Bit, LLC","Liquid Bit, LLC",7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Oct 19,13th Sep 19,2019
"Marvel's Iron Man VR
",PS4,Action,Sony Interactive Entertainment,Camouflaj,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Jul 20,07th Oct 19,2020
"Mechstermination Force
",NS,Action,Horberg Productions,Horberg Productions,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Apr 19,03rd Apr 19,2019
"Resident Evil: Deadly Silence
",DS,Action,Capcom,Capcom,7,6.7,N/A,N/A,0.26,0.11,0.02,0.11,0.01,07th Feb 06,N/A,2006
"Saints Row IV: Re-Elected
",PS4,Action,Deep Silver,Volition Inc.,7,N/A,N/A,N/A,0.42,0.15,0.18,0.03,0.06,20th Jan 15,30th Apr 18,2015
"Scarlet Nexus
",PC,Action,Bandai Namco Entertainment,Bandai Namco Games,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Jun 21,16th Jun 20,2021
"SEGA AGES G-LOC: Air Battle
",NS,Action,Unknown,M2,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Apr 20,N/A
"Shakedown Hawaii
",NS,Action,Vblank Entertainment Inc.,Vblank Entertainment Inc.,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th May 19,01st Feb 18,2019
"Space War Arena
",NS,Action,Unknown,Playchemy,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Mar 19,N/A
"Stranger of Paradise: Final Fantasy Origin
",PS5,Action,Unknown,Square Enix,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Feb 22,N/A
"Streets Of Rage 4 - Mr. X Nightmare
",NS,Action,Unknown,Lizardcube,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Jul 21,N/A
"Streets of Rogue
",NS,Action,Unknown,Matt Dabrowski,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Jul 19,N/A
"Strike Suit Zero
",PC,Action,Born Ready Games,Born Ready Games Ltd.,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Jan 13,29th Mar 19,2013
"The Final Station
",NS,Action,TinyBuild Games,Do My Best,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Feb 18,22nd Feb 18,2018
"The Last of Us Part II
",PS4,Action,Sony Interactive Entertainment,Naughty Dog,7,N/A,N/A,10.00,N/A,N/A,N/A,N/A,N/A,19th Jun 20,25th Jul 20,2020
"Transformers: Revenge of the Fallen
",PS3,Action,Activision,Luxoflux Corp.,7,6.5,N/A,N/A,0.70,0.28,0.30,N/A,0.12,23rd Jun 09,N/A,2009
"Transformers: Revenge of the Fallen
",X360,Action,Activision,Luxoflux Corp.,7,6.1,N/A,N/A,0.63,0.34,0.23,N/A,0.06,23rd Jun 09,N/A,2009
"Trine Enchanted Edition
",NS,Action,Frozenbyte,Frozenbyte,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Nov 18,16th Nov 18,2018
"Ultimate NES Remix
",3DS,Action,Nintendo,Nintendo,7,7,N/A,N/A,0.33,0.19,0.11,N/A,0.03,05th Dec 14,29th May 18,2014
"Valfaris
",NS,Action,Big Sugar,Steel Mantis,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Nov 19,12th Jun 19,2019
"Vengeful Guardian: Moonrider
",NS,Action,Unknown,JoyMasher,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 22,N/A
"Warp
",XBL,Action,Unknown,Trapdoor Inc.,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Yakuza: Kiwami 2
",PS4,Action,Sega,Sega,7,N/A,N/A,N/A,0.37,0.08,0.06,0.19,0.03,28th Aug 18,07th Jan 18,2018
"Ratchet & Clank: Full Frontal Assault
",PS3,Action,Sony Computer Entertainment,Insomniac Games,6.9,N/A,N/A,N/A,0.25,0.19,0.01,N/A,0.05,27th Nov 12,06th Jan 18,2012
"A-Men
",PSV,Action,Bloober Team,Bloober Team,6.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Aug 13,15th Jul 19,2013
"Dead Rising 2
",X360,Action,Capcom,Blue Castle Games,6.8,8.2,N/A,N/A,1.49,0.75,0.53,0.09,0.13,28th Sep 10,N/A,2010
"LEGO Pirates of the Caribbean: The Video Game
",PS3,Action,Disney Interactive Studios,Traveller's Tales,6.8,7.4,N/A,N/A,0.96,0.36,0.44,N/A,0.16,10th May 11,N/A,2011
"Metal Gear Rising: Revengeance
",PS3,Action,Konami Digital Entertainment,PlatinumGames,6.8,9,N/A,N/A,1.50,0.47,0.41,0.44,0.18,19th Feb 13,12th Jan 18,2013
"Dynasty Warriors: Gundam 2
",PS2,Action,Namco Bandai,Omega Force,6.7,4.9,N/A,N/A,0.34,0.04,0.03,0.25,0.01,21st Apr 09,N/A,2009
"Lollipop Chainsaw
",PS3,Action,Warner Bros. Interactive Entertainment,Grasshopper Manufacture,6.7,N/A,N/A,N/A,0.67,0.27,0.21,0.11,0.08,12th Jun 12,11th Jan 18,2012
"Super Little Acorns 3D Turbo
",3DS,Action,Unknown,Pixel Toys,6.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Aug 22,N/A
"Ghostrunner: Project_Hel
",PC,Action,Unknown,One More Level,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Jan 22,N/A
"Jurassic Park: The Game
",PS3,Action,Telltale Games,Telltale Games,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Nov 11,20th Apr 19,2011
"Lost Judgement
",XOne,Action,Unknown,Sega,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Aug 21,N/A
"River City Girls 2
",NS,Action,Unknown,WayForward,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Jun 21,N/A
"Sacred Citadel
",X360,Action,Unknown,Southend Interactive,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Aug 22,N/A
"Scarygirl
",PS3,Action,Square Enix,TikGames,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Jan 12,N/A,2012
"Spidersaurs
",NS,Action,Unknown,WayForward,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Mar 22,N/A
"Trek to Yomi
",XOne,Action,Unknown,Flying Wild Hog,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Apr 22,N/A
"Young Souls
",NS,Action,Unknown,1P2P,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Feb 22,N/A
"James Bond 007: Blood Stone
",PS3,Action,Activision,Bizarre Creations,6.4,6.2,N/A,N/A,0.70,0.18,0.37,0.02,0.12,02nd Nov 10,N/A,2010
"Assassin's Creed II: Bonfire of the Vanities
",PSN,Action,Ubisoft,Ubisoft Montreal,6.4,7.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Feb 10,N/A,2010
"Assassin's Creed II: Bonfire of the Vanities
",XBL,Action,Ubisoft,Ubisoft Montreal,6.4,6.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Feb 10,N/A,2010
"Dynasty Warriors: Gundam 2
",PS3,Action,Namco Bandai,Omega Force,6.4,5.9,N/A,N/A,0.49,0.09,0.07,0.32,0.03,21st Apr 09,N/A,2009
"Dynasty Warriors: Gundam 2
",X360,Action,Namco Bandai,Omega Force,6.4,5.6,N/A,N/A,0.19,0.07,0.03,0.08,0.01,21st Apr 09,N/A,2009
"Hotline Miami
",PSV,Action,Devolver Digital,Dennaton Games,6.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Jun 13,01st Feb 19,2013
"Remember Me
",PS3,Action,Capcom,DONTNOD Entertainment,6.3,N/A,N/A,N/A,0.34,0.10,0.18,N/A,0.05,04th Jun 13,03rd Feb 18,2013
"Star Wars: The Force Unleashed II
",Wii,Action,LucasArts,LucasArts,6.3,7.5,N/A,N/A,0.78,0.53,0.19,N/A,0.06,26th Oct 10,N/A,2010
"Real Heroes: Firefighter
",Wii,Action,Conspiracy Entertainment,Epicenter Studios,6.3,7.4,N/A,N/A,0.64,0.56,0.04,N/A,0.05,04th Aug 09,N/A,2009
"X-Men Origins: Wolverine - Uncaged Edition
",PS3,Action,Activision,Raven Software,6.2,7,8.7,N/A,0.74,0.31,0.31,N/A,0.12,01st May 09,N/A,2009
"X-Men Origins: Wolverine - Uncaged Edition
",X360,Action,Activision,Raven Software,6.2,7.1,N/A,N/A,0.69,0.42,0.21,N/A,0.06,01st May 09,N/A,2009
"Resident Evil: Revelations 2
",PS3,Action,Capcom,Capcom,6.2,N/A,N/A,N/A,0.30,0.06,0.05,0.17,0.02,24th Feb 15,15th Apr 18,2015
"Ryse: Son of Rome
",XOne,Action,Microsoft Studios,Crytek,6.2,N/A,N/A,1.30,N/A,N/A,N/A,N/A,N/A,22nd Nov 13,24th Mar 18,2013
"The Evil Within
",PS4,Action,Bethesda Softworks,Tango Gameworks,6.2,7.7,N/A,N/A,1.86,0.56,0.90,0.11,0.28,14th Oct 14,13th Mar 18,2014
"G.I. Joe: The Rise of Cobra
",DS,Action,Electronic Arts,Fall Line Studio,6.1,5.6,N/A,N/A,0.14,0.11,0.01,N/A,0.01,04th Aug 09,N/A,2009
"SCHAR: Blue Shield Alliance
",XBL,Action,Unknown,Brainshape Games,6.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Aug 22,N/A
"Aragami: Shadow Edition
",NS,Action,Merge Games,Lince Works,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Feb 19,24th Mar 19,2019
"Bladestorm: Nightmare
",PS4,Action,Tecmo Koei,Omega Force,6,N/A,N/A,N/A,0.22,0.11,0.04,0.03,0.03,03rd Mar 15,30th May 18,2015
"Bound By Flame
",PS3,Action,Focus Home Interactive,Spiders,6,N/A,N/A,N/A,0.01,N/A,0.01,N/A,0.00,07th May 14,31st Oct 18,2014
"Code of  Princess EX
",NS,Action,Nicalis,Studio Saizensen,6,7.2,N/A,N/A,0.03,0.02,N/A,0.01,0.00,31st Jul 18,08th Mar 18,2018
"Croixleur Sigma
",NS,Action,Unknown,souvenir circ.,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Mar 19,N/A
"Darksiders III
",PS4,Action,THQ Nordic,Gunfire Games,6,N/A,N/A,N/A,0.25,0.13,0.07,N/A,0.04,27th Nov 18,19th Dec 18,2018
"Death Road to Canada
",NS,Action,Unknown,Rocketcat Games,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Jan 18,N/A
"Deflector
",PSN,Action,Gamehastra,GameShastra,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Jan 10,N/A,2010
"Destruction Allstars
",PS5,Action,Sony Interactive Entertainment,Lucid Games,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Nov 20,02nd Aug 21,2020
"Devil May Cry HD Collection
",XOne,Action,Capcom,Capcom,6,N/A,N/A,N/A,0.04,0.04,N/A,N/A,0.00,13th Mar 18,29th Jan 18,2018
"Die for Valhalla!
",NS,Action,Unknown,Monster Couch,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Jul 18,N/A
"Dragon: Marked For Death
",NS,Action,Inti Creates,Inti Creates,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Feb 19,12th Jan 19,2019
"Fat Princess: Fistful of Cake
",PSP,Action,Sony Computer Entertainment,SuperVillain Studios,6,7,N/A,N/A,0.13,0.08,0.02,N/A,0.02,04th May 10,N/A,2010
"Fire Emblem Warriors: Three Hopes
",NS,Action,Nintendo,Omega Force,6,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,24th Jun 22,09th Feb 22,2022
"Heave Ho
",NS,Action,Unknown,Le Cartel Studio,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Aug 19,N/A
"Hyperlight Ultimate
",NS,Action,Unknown,CatfishBlues Games,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Jul 19,07th Jul 19,2019
"Indiana Jones and the Staff of Kings
",Wii,Action,LucasArts,Artificial Mind and Movement,6,5.1,N/A,N/A,0.72,0.36,0.29,N/A,0.07,09th Jun 09,N/A,2009
"LEGO Harry Potter Collection
",NS,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,6,N/A,N/A,N/A,0.33,0.15,0.16,N/A,0.03,30th Oct 18,27th Oct 18,2018
"LEGO The Incredibles
",XOne,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,6,N/A,N/A,N/A,0.32,0.19,0.10,N/A,0.03,15th Jun 18,06th Nov 18,2018
"Neonwall
",NS,Action,JanduSoft S.L.,JanduSoft,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Mar 18,23rd Mar 18,2018
"Ninjin: Clash of Carrots
",NS,Action,Modus Games,Pocket Trap,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Sep 18,20th Apr 19,2018
"Pang Adventures
",NS,Action,Unknown,DotEmu,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Jan 19,N/A
"Red Wings: Aces of the Sky
",NS,Action,All in! Games,All in! Games,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st May 20,18th Feb 20,2020
"RemiLore: Lost Girl in the Lands of Lore
",NS,Action,Nicalis,Nicalis,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Feb 19,22nd Mar 19,2019
"River City Girls
",NS,Action,WayForward Technologies,WayForward Technologies,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Sep 19,09th Aug 19,2019
"Rocket Wars
",NS,Action,Unknown,Rooftop Panda,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Nov 19,N/A
"Rogue Aces
",NS,Action,Unknown,Infinite State Games,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Apr 18,N/A
"Samurai Warriors 5
",XOne,Action,Unknown,Koei Tecmo Games,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Feb 21,N/A
"Senran Kagura Burst Re:Newal
",PS4,Action,Xseed Games,HONEY PARADE GAMES,6,N/A,N/A,N/A,0.04,N/A,N/A,0.04,N/A,15th Jan 19,24th Mar 19,2019
"Super Animal Royale
",NS,Action,Unknown,Pixile,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Aug 21,N/A
"Super Crush KO
",NS,Action,Unknown,Vertex Pop,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Jan 20,N/A
"Super Mutant Alien Assault
",NS,Action,Unknown,Cybernate,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Jul 19,N/A
"Titan Quest
",PS4,Action,THQ Nordic,Iron Lore Entertainment,6,N/A,N/A,N/A,0.02,0.02,N/A,N/A,0.00,20th Mar 18,24th Mar 19,2018
"Ultracore
",NS,Action,Unknown,Digital Illusions,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Jun 20,N/A
"Vitamin Connection
",NS,Action,Unknown,Way Forward,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Aug 19,N/A
"Zarvot
",NS,Action,Unknown,Snowhydra Games,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Oct 18,N/A
"Thief
",PS4,Action,Square Enix,Eidos Montreal,5.9,N/A,N/A,N/A,0.85,0.28,0.41,0.03,0.13,25th Feb 14,04th Jan 18,2014
"Resident Evil: Code Veronica X HD
",XBL,Action,Capcom,Capcom,5.8,8.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Sep 11,N/A,2011
"Rocketbirds: Hardboiled Chicken
",PSN,Action,Unknown,Ratloop Asia Pte Ltd,5.8,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Oct 11,N/A,2011
"Afro Samurai
",PS3,Action,Namco Bandai,Namco Bandai Games,5.7,6.5,N/A,N/A,0.20,0.12,0.05,N/A,0.03,27th Jan 09,N/A,2009
"Afro Samurai
",X360,Action,Namco Bandai,Namco Bandai Games,5.7,6.4,N/A,N/A,0.24,0.16,0.05,N/A,0.02,27th Jan 09,N/A,2009
The Lord of the Rings: Conquest,PS3,Action,Electronic Arts,Pandemic Studios,N/A,5.8,N/A,N/A,0.75,0.38,0.26,N/A,0.11,13th Jan 09,N/A,2009
"Woah Dave!
",3DS,Action,Gaijin Games Inc.,Gaijin Games Inc.,5.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Oct 14,N/A,2014
"Naruto Shippuden: Naruto vs. Sasuke
",DS,Action,Atlus,Takara Tomy,5.6,N/A,N/A,N/A,0.11,0.07,N/A,0.03,0.01,16th Nov 10,N/A,2010
"Pokémon Rumble Blast
",3DS,Action,Nintendo,Ambrella,5.6,5.3,N/A,1.40,N/A,N/A,N/A,N/A,N/A,24th Oct 11,N/A,2011
"Bloodroots
",XS,Action,Unknown,Paper Cult,5.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Aug 21,N/A
"Captain America: Super Soldier
",X360,Action,Sega,Next Level Games,5.5,5.9,N/A,N/A,0.17,0.11,0.05,N/A,0.01,19th Jul 11,N/A,2011
"Dead Block
",XBL,Action,Namco Bandai,Candygun Games,5.5,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Jul 11,N/A,2011
"Estencel
",PC,Action,Unknown,Rone Vine,5.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Jan 23,N/A
"Iron Man 2
",PS3,Action,Sega,"Sega Studios, San Francisco",5.5,N/A,N/A,N/A,0.39,0.14,0.19,N/A,0.07,04th May 10,N/A,2010
"Red Faction: Battlegrounds
",PSN,Action,THQ,THQ,5.5,4.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Apr 11,N/A,2011
"Assassin's Creed: Bloodlines
",PSP,Action,Ubisoft,Griptonite Studio,5.4,6.3,N/A,N/A,1.26,0.43,0.50,0.05,0.28,17th Nov 09,N/A,2009
"Night at the Museum: Battle of the Smithsonian
",X360,Action,Majesco,"Pipeworks Software, Inc.",5.3,5.4,N/A,N/A,0.11,0.07,0.03,N/A,0.01,05th May 09,N/A,2009
"The Lord of the Rings: Conquest
",X360,Action,Electronic Arts,Pandemic Studios,5.3,5.9,N/A,N/A,0.63,0.37,0.20,N/A,0.06,13th Jan 09,N/A,2009
"Clash of the Titans: The Videogame
",X360,Action,Namco Bandai,Game Republic,5.2,3.8,N/A,N/A,0.16,0.08,0.06,0.00,0.02,27th Jul 10,N/A,2010
"Infinity Runner
",PC,Action,Wales Interactive Ltd.,Wales Interactive Ltd.,5.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Jul 14,08th Aug 18,2014
"Ace Combat: Assault Horizon
",PS3,Action,Namco Bandai,Project ACES,5,7.5,N/A,N/A,0.74,0.30,0.16,0.22,0.07,11th Oct 11,N/A,2011
"Afterfall: InSanity
",PC,Action,Unknown,ntoxicate Studios,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Nov 11,N/A,2011
"Bleed 2
",NS,Action,Digerati,Bootdisk Revolution,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Mar 18,16th Apr 19,2018
"Crackdown 3
",XOne,Action,Microsoft Studios,Sumo Digital Ltd,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Feb 19,12th Aug 20,2019
"Draw Slasher
",PSV,Action,Mass Creation Sp. z o. o.,Mass Creation,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Apr 13,17th Aug 22,2013
"Hyrule Warriors: Age of Calamity
",NS,Action,Nintendo,Koei Tecmo Games,5,9,N/A,4.00,N/A,N/A,N/A,N/A,N/A,20th Nov 20,12th Sep 20,2020
"Kinect Star Wars
",X360,Action,Microsoft Studios,Terminal Reality,5,N/A,N/A,1.30,N/A,N/A,N/A,N/A,N/A,03rd Apr 12,29th Sep 18,2012
"Oniken: Unstoppable Edition
",NS,Action,Unknown,JoyMasher,5,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Feb 19,N/A
"Resident Evil: Resistance
",PS4,Action,Unknown,Capcom,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Apr 20,N/A
"Saw II: Flesh & Blood
",X360,Action,Konami,Zombie Studios,5,4.9,N/A,N/A,0.15,0.10,0.04,N/A,0.01,19th Oct 10,N/A,2010
"Skully
",NS,Action,Unknown,Finish Line Games,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Aug 20,N/A
"The Longest 5 Minutes
",NS,Action,NIS America,Nippon Ichi Software,5,N/A,N/A,N/A,0.03,0.03,N/A,N/A,0.00,13th Feb 18,11th Jan 18,2018
